time,seconds,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,COtemp,TC1,dP2,O2_1,O2_2,O2_3,O2_4
yyyymmdd hhmmss,s,ppm,ppm,Mm^-1,mmH2O,C,C,%,C,C,mmH2O,lambda,lambda,lambda,lambda
20230727 11:24:28,656.0,-0.26758,613.0,34290.0,0.3269,21.0599928,22.1,51.0,22.4,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:24:32,660.0,-0.28332,612.0,34425.0,0.2958,21.0637915,22.0,51.0,22.4,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:24:36,664.0,-0.28332,607.0,34290.0,0.3254,21.0599928,22.0,51.0,22.5,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:24:40,668.0,-0.25184,602.0,34290.0,0.2995,21.0599928,22.0,51.0,22.5,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:24:44,672.0,-0.3148,607.0,34290.0,0.282,21.0637915,22.1,51.0,22.5,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:24:48,676.0,-0.26758,611.0,34290.0,0.2937,21.0599928,22.0,51.0,22.5,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:24:52,680.0,-0.29906,627.0,34560.0,0.2868,21.0599928,22.0,51.0,22.5,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:24:56,684.0,-0.29906,632.0,34425.0,0.2964,21.0599928,22.1,50.9,22.5,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:25:00,688.0,-0.34628000000000003,619.0,34290.0,0.2834,21.0561941,22.1,50.9,22.5,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:25:04,692.0,-0.28332,625.0,34830.0,0.2933,21.0599928,22.1,50.9,22.5,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:25:08,696.0,-0.28332,628.0,34425.0,0.2893,21.0561941,22.1,50.9,22.5,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:25:12,700.0,-0.2361,619.0,34560.0,0.3071,21.0599928,22.1,50.8,22.5,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:25:16,704.0,-0.28332,611.0,34560.0,0.3133,21.0637915,22.1,50.8,22.5,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:25:20,708.0,-0.28332,606.0,34290.0,0.3005,21.0599928,22.1,50.9,22.5,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:25:24,712.0,-0.28332,602.0,34830.0,0.2933,21.0599928,21.7,50.9,22.5,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:25:28,716.0,-0.28332,609.0,34695.0,0.2848,21.0637915,21.1,50.9,22.6,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:25:32,720.0,-0.28332,596.0,34290.0,0.2862,21.0713889,21.1,51.0,22.6,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:25:36,724.0,-0.25184,612.0,34560.0,0.2775,21.0713889,21.1,51.0,22.6,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:25:40,728.0,-0.29906,614.0,34425.0,0.2961,21.0751876,21.1,51.0,22.6,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:25:44,732.0,-0.25184,626.0,34560.0,0.288,21.0713889,21.1,50.9,22.6,1533.5424,1.2845056,3.8,3.7,3.5,2.9
20230727 11:25:48,736.0,-0.3148,637.0,34290.0,0.2753,21.0713889,21.1,50.9,22.6,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:25:52,740.0,-0.26758,641.0,34425.0,0.3135,21.0751876,21.1,50.9,22.6,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:25:56,744.0,-0.3148,641.0,35100.0,0.3018,21.0789863,21.1,51.0,22.6,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:26:00,748.0,-0.26758,633.0,34425.0,0.2906,21.0751876,21.1,51.0,22.6,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:26:04,752.0,-0.26758,645.0,34965.0,0.2861,21.0789863,21.1,51.0,22.6,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:26:08,756.0,-0.3148,657.0,34425.0,0.2892,21.0789863,21.1,51.0,22.6,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:26:12,760.0,-0.3148,667.0,34290.0,0.2841,21.0865837,21.1,51.1,22.6,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:26:16,764.0,-0.29906,678.0,34560.0,0.2985,21.082785,21.1,51.1,22.6,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:26:20,768.0,-0.28332,678.0,34560.0,0.3162,21.0903824,21.1,51.1,22.7,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:26:24,772.0,-0.3148,680.0,34830.0,0.2947,21.0903824,21.1,51.0,22.7,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:26:28,776.0,-0.26758,675.0,34560.0,0.3002,21.0903824,21.1,51.0,22.7,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:26:32,780.0,-0.29906,675.0,34830.0,0.2663,21.0903824,21.1,51.0,22.7,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:26:36,784.0,-0.28332,679.0,34695.0,0.3306,21.0865837,21.1,51.0,22.7,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:26:40,788.0,-0.28332,672.0,34560.0,0.3066,21.0903824,21.1,51.0,22.7,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:26:44,792.0,-0.28332,679.0,34695.0,0.3184,21.0941811,21.1,51.0,22.7,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:26:48,796.0,-0.29906,686.0,34560.0,0.3428,21.0903824,21.1,51.0,22.7,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:26:52,800.0,-0.28332,684.0,35370.0,0.3431,21.0979798,21.1,51.0,22.7,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:26:56,804.0,-0.33054,680.0,34560.0,0.2863,21.0941811,21.1,51.0,22.7,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:27:00,808.0,-0.29906,689.0,34560.0,0.2964,21.1055772,21.1,50.9,22.7,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:27:04,812.0,-0.33054,694.0,34830.0,0.2933,21.1055772,21.1,50.9,22.7,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:27:08,816.0,-0.28332,700.0,34965.0,0.276,21.1093759,21.1,50.8,22.7,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:27:12,820.0,-0.3148,699.0,35100.0,0.2822,21.1131746,21.1,50.8,22.8,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:27:16,824.0,-0.33054,690.0,34695.0,0.2859,21.1093759,21.1,50.8,22.8,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:27:20,828.0,-0.25184,692.0,34695.0,0.2919,21.1131746,21.1,50.8,22.8,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:27:24,832.0,-0.29906,694.0,34425.0,0.2984,21.120772,21.1,50.8,22.8,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:27:28,836.0,-0.29906,692.0,35910.0,0.2892,21.120772,21.2,50.8,22.8,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:27:32,840.0,-0.3148,696.0,35370.0,0.2838,21.1245707,21.1,50.7,22.8,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:27:36,844.0,-0.26758,704.0,34695.0,0.3007,21.1283694,21.1,50.7,22.8,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:27:40,848.0,-0.26758,689.0,34695.0,0.2975,21.1321681,21.2,50.7,22.8,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:27:44,852.0,-0.29906,685.0,34560.0,0.2876,21.1359668,21.1,50.7,22.8,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:27:48,856.0,-0.29906,682.0,34830.0,0.2824,21.1435642,21.1,50.7,22.8,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:27:52,860.0,-0.25184,675.0,34830.0,0.2795,21.1397655,21.2,50.7,22.8,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:27:56,864.0,-0.26758,672.0,34965.0,0.2882,21.1511616,21.1,50.8,22.8,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:28:00,868.0,-0.33054,669.0,34830.0,0.2929,21.1511616,21.2,50.8,22.8,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:28:04,872.0,-0.25184,678.0,34830.0,0.2857,21.1625577,21.1,50.9,22.9,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:28:08,876.0,-0.29906,668.0,35235.0,0.3043,21.166356399999998,21.2,50.9,22.9,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:28:12,880.0,-0.28332,676.0,34965.0,0.2848,21.166356399999998,21.2,50.8,22.9,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:28:16,884.0,-0.29906,678.0,34560.0,0.2829,21.1701551,21.1,50.8,22.9,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:28:20,888.0,-0.25184,681.0,35100.0,0.2888,21.1815512,21.1,50.8,22.9,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:28:24,892.0,-0.26758,686.0,34425.0,0.2789,21.1891486,21.1,50.8,22.9,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:28:28,896.0,-0.28332,686.0,34965.0,0.2952,21.1853499,21.1,50.8,22.9,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:28:32,900.0,-0.29906,678.0,34695.0,0.2854,21.196746,21.2,50.8,22.9,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:28:36,904.0,-0.29906,666.0,34695.0,0.2819,21.2005447,21.2,50.8,22.9,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:28:40,908.0,-0.28332,674.0,34425.0,0.2879,21.2043434,21.2,50.8,22.9,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:28:44,912.0,-0.29906,667.0,34695.0,0.2868,21.2081421,21.2,50.8,22.9,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:28:48,916.0,-0.29906,660.0,35235.0,0.2858,21.2195382,21.2,50.8,22.9,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:28:52,920.0,-0.25184,657.0,34560.0,0.2922,21.2195382,21.2,50.9,22.9,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:28:56,924.0,-0.28332,660.0,34695.0,0.2796,21.2195382,21.2,50.9,23.0,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:29:00,928.0,-0.3148,671.0,34830.0,0.3037,21.2233369,21.2,50.9,23.0,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:29:04,932.0,-0.29906,667.0,34965.0,0.2927,21.230934299999998,21.2,50.9,23.0,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:29:08,936.0,-0.2361,667.0,34830.0,0.2874,21.234733,21.2,50.9,23.0,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:29:12,940.0,-0.22036,664.0,35235.0,0.2779,21.2385317,21.2,50.8,23.0,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:29:16,944.0,-0.25184,672.0,34830.0,0.2836,21.2423304,21.2,50.8,23.0,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:29:20,948.0,-0.20462,664.0,34695.0,0.2892,21.2461291,21.2,50.8,23.0,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:29:24,952.0,-0.22036,660.0,34830.0,0.2857,21.2461291,21.2,50.7,23.0,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:29:28,956.0,-0.2361,674.0,34830.0,0.2958,21.2423304,21.2,50.7,23.0,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:29:32,960.0,-0.2361,667.0,34830.0,0.2826,21.2499278,21.2,50.7,23.0,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:29:36,964.0,-0.18888,675.0,34560.0,0.282,21.2537265,21.2,50.8,23.0,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:29:40,968.0,-0.2361,678.0,34965.0,0.2722,21.2613239,21.2,50.9,23.0,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:29:44,972.0,4.4229400000000005,696.0,36720.0,0.2878,21.2765187,21.2,51.3,23.0,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:29:48,976.0,65.02194,692.0,39015.0,0.2949,21.3069083,21.2,52.5,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:29:52,980.0,136.87504,753.0,41715.0,0.2865,21.3372979,21.2,54.0,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:29:56,984.0,183.46544,936.0,39285.0,0.2748,21.3714862,21.2,55.5,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:30:00,988.0,200.71648000000002,1226.0,39150.0,0.2974,21.413271899999998,22.8,56.4,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:30:04,992.0,202.46362000000002,1531.0,38610.0,0.2791,21.4474602,23.0,56.5,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:30:08,996.0,190.94194000000002,1812.0,43875.0,0.3132,21.477849799999998,23.7,56.2,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:30:12,1000.0,180.6952,2055.0,62910.0,0.2768,21.5158368,24.1,56.3,23.1,1533.5424,1.2845056,3.9,3.7,3.5,3.0
20230727 11:30:16,1004.0,180.17578,2208.0,78570.0,0.2854,21.5538238,24.1,56.5,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:30:20,1008.0,188.36058,2319.0,115425.0,0.2768,21.5918108,23.5,56.6,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:30:24,1012.0,201.23590000000002,2411.0,129870.0,0.2986,21.6335965,23.1,56.8,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:30:28,1016.0,220.78498000000002,2528.0,206685.0,0.2874,21.6867783,23.3,57.1,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:30:32,1020.0,245.71714,2635.0,164160.0,0.2801,21.7399601,23.8,57.5,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:30:36,1024.0,273.19918,2748.0,170370.0,0.291,21.8007393,24.8,57.9,23.1,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:30:40,1028.0,294.4167,2896.0,156465.0,0.2999,21.8653172,24.9,57.9,23.2,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:30:44,1032.0,309.05490000000003,3040.0,159705.0,0.2783,21.9260964,24.8,58.0,23.2,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:30:48,1036.0,320.89138,3145.0,94095.0,0.2953,21.9906743,24.8,58.0,23.2,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:30:52,1040.0,322.05614,3248.0,120015.0,0.2727,22.0514535,25.4,58.0,23.2,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:30:56,1044.0,315.14628,3298.0,68445.0,0.3197,22.119830099999998,25.9,57.9,23.2,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:31:00,1048.0,303.24684,3344.0,58860.0,0.2911,22.1882067,26.0,57.6,23.2,1533.5424,1.2845056,3.9,3.7,3.5,2.9
20230727 11:31:04,1052.0,279.92016,3389.0,56025.0,0.2895,22.2527846,26.2,57.1,23.2,1533.5424,1.2845056,3.9,3.7,3.4,2.9
20230727 11:31:08,1056.0,255.11392,3366.0,52110.0,0.2711,22.3097651,26.3,56.4,23.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:31:12,1060.0,231.28356,3275.0,52380.0,0.2915,22.374343,26.6,56.0,23.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:31:16,1064.0,210.00308,3158.0,49950.0,0.2876,22.431323499999998,27.2,55.8,23.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:31:20,1068.0,191.88634000000002,3009.0,50625.0,0.2883,22.4921027,28.2,55.8,23.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:31:24,1072.0,175.86302,2889.0,45225.0,0.2851,22.5528819,28.2,55.8,23.2,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:31:28,1076.0,163.4599,2785.0,44415.0,0.3074,22.6174598,28.5,55.8,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:31:32,1080.0,153.37056,2705.0,43065.0,0.2872,22.678238999999998,28.6,55.7,23.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:31:36,1084.0,144.88670000000002,2668.0,45765.0,0.2909,22.7390182,29.1,55.6,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:31:40,1088.0,137.86666,2638.0,44415.0,0.2763,22.7959987,29.1,55.7,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:31:44,1092.0,132.56228000000002,2618.0,44955.0,0.2908,22.860576599999998,29.5,55.8,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:31:48,1096.0,127.0218,2581.0,42120.0,0.2783,22.9213558,29.8,55.7,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:31:52,1100.0,120.31656000000001,2575.0,44415.0,0.273,22.982135,30.2,55.7,23.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:31:56,1104.0,114.55572000000001,2574.0,50355.0,0.2983,23.0353168,30.1,55.6,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:32:00,1108.0,112.19472,2561.0,62235.0,0.2792,23.096096,30.0,55.7,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:32:04,1112.0,117.7352,2545.0,52785.0,0.2847,23.156875199999998,30.1,56.0,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:32:08,1116.0,122.42572,2557.0,53595.0,0.2741,23.2138557,30.4,56.1,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:32:12,1120.0,123.3229,2579.0,49275.0,0.2854,23.2784336,30.9,56.2,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:32:16,1124.0,122.34702,2596.0,52920.0,0.2919,23.335414099999998,31.3,56.2,23.3,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:32:20,1128.0,121.65446,2612.0,51840.0,0.2965,23.3961933,31.8,56.0,23.3,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:32:24,1132.0,121.19800000000001,2648.0,51705.0,0.2947,23.4417777,32.1,55.8,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:32:28,1136.0,119.62400000000001,2638.0,63450.0,0.2931,23.4987582,32.0,55.9,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:32:32,1140.0,121.60724,2618.0,58320.0,0.2768,23.55194,32.1,56.1,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:32:36,1144.0,124.95986,2601.0,64395.0,0.2751,23.6051218,32.5,56.2,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:32:40,1148.0,128.13934,2588.0,56700.0,0.2942,23.6583036,32.8,56.2,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:32:44,1152.0,128.50136,2584.0,48465.0,0.2831,23.7076867,33.0,56.1,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:32:48,1156.0,122.33128,2588.0,45495.0,0.2911,23.7532711,33.4,55.8,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:32:52,1160.0,113.45392000000001,2571.0,43740.0,0.273,23.7950568,33.8,55.7,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:32:56,1164.0,104.26176000000001,2545.0,46035.0,0.3059,23.8482386,34.0,55.8,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:33:00,1168.0,95.54180000000001,2501.0,41715.0,0.2894,23.893823,34.5,55.8,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:33:04,1172.0,88.01808,2481.0,40500.0,0.2917,23.9432061,34.8,55.7,23.4,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:33:08,1176.0,80.80916,2449.0,38610.0,0.2812,23.9849918,35.0,55.6,23.4,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:33:12,1180.0,74.48168,2422.0,38340.0,0.2934,24.0305762,35.3,55.6,23.5,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:33:16,1184.0,68.42178,2383.0,37530.0,0.2967,24.0723619,35.6,55.5,23.5,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:33:20,1188.0,62.47206,2338.0,36180.0,0.3155,24.110348899999998,35.9,55.1,23.5,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:33:24,1192.0,56.837140000000005,2301.0,36315.0,0.2952,24.1445372,36.1,54.8,23.5,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:33:28,1196.0,51.674420000000005,2247.0,36585.0,0.2854,24.174926799999998,36.6,54.7,23.5,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:33:32,1200.0,47.078340000000004,2167.0,37260.0,0.2808,24.209115099999998,36.9,54.5,23.5,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:33:36,1204.0,43.14334,2109.0,35775.0,0.3006,24.235706,36.8,54.4,23.5,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:33:40,1208.0,39.68054,2046.0,37260.0,0.2788,24.2660956,37.5,54.4,23.5,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:33:44,1212.0,37.0677,2000.0,39285.0,0.29,24.288887799999998,37.5,54.5,23.5,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:33:48,1216.0,35.91868,1967.0,38610.0,0.299,24.3192774,38.1,54.6,23.5,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:33:52,1220.0,36.186260000000004,1944.0,38610.0,0.2764,24.3420696,38.4,54.5,23.5,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:33:56,1224.0,37.42972,1944.0,38880.0,0.2783,24.372459199999998,38.0,54.7,23.5,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:34:00,1228.0,39.617580000000004,1946.0,37935.0,0.2716,24.3914527,38.1,54.7,23.5,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:34:04,1232.0,41.7897,1963.0,37125.0,0.2716,24.4180436,38.5,54.7,23.6,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:34:08,1236.0,43.82016,1990.0,41580.0,0.2987,24.4446345,38.5,54.8,23.6,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:34:12,1240.0,45.83488,2019.0,39420.0,0.3395,24.4674267,38.5,54.7,23.6,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:34:16,1244.0,47.23574,2036.0,40635.0,0.3239,24.486420199999998,38.7,54.6,23.6,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:34:20,1248.0,48.84122,2052.0,39150.0,0.3381,24.5054137,38.8,54.3,23.6,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:34:24,1252.0,48.69956,2058.0,37530.0,0.324,24.5244072,39.1,54.0,23.6,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:34:28,1256.0,48.14866,2035.0,39960.0,0.3098,24.539602,39.2,53.7,23.6,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:34:32,1260.0,47.40888,2004.0,39285.0,0.3101,24.5471994,39.2,53.6,23.6,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:34:36,1264.0,45.53582,1978.0,38745.0,0.2997,24.5585955,39.4,53.6,23.6,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:34:40,1268.0,43.26926,1928.0,44550.0,0.3336,24.569991599999998,39.6,53.7,23.6,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:34:44,1272.0,42.025800000000004,1882.0,43470.0,0.2771,24.5813877,40.0,53.7,23.6,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:34:48,1276.0,41.19158,1882.0,40230.0,0.2936,24.5965825,40.3,54.0,23.6,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:34:52,1280.0,40.59346,1873.0,41175.0,0.2842,24.6117773,40.7,54.1,23.6,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:34:56,1284.0,39.52314,1902.0,38610.0,0.2998,24.6269721,41.0,53.9,23.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:35:00,1288.0,38.04358,1931.0,40230.0,0.2968,24.6307708,41.0,53.7,23.7,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:35:04,1292.0,37.50842,1944.0,43605.0,0.2886,24.6383682,41.3,53.8,23.7,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:35:08,1296.0,38.7991,1924.0,42660.0,0.3036,24.6459656,41.6,54.0,23.7,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:35:12,1300.0,41.06566,1924.0,44280.0,0.3037,24.6573617,41.7,54.3,23.7,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:35:16,1304.0,43.03316,1927.0,42525.0,0.302,24.6725565,42.4,54.4,23.7,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:35:20,1308.0,44.544200000000004,1974.0,43470.0,0.3048,24.683952599999998,43.1,54.4,23.7,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:35:24,1312.0,44.87474,2015.0,40365.0,0.293,24.6991474,43.1,54.4,23.7,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:35:28,1316.0,44.41828,2041.0,38475.0,0.3071,24.7143422,43.4,54.5,23.7,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:35:32,1320.0,43.741460000000004,2090.0,38475.0,0.2882,24.729537,43.4,54.4,23.7,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:35:36,1324.0,41.58508,2115.0,37395.0,0.2842,24.7409331,43.4,54.1,23.7,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:35:40,1328.0,38.9565,2152.0,38070.0,0.3061,24.7485305,43.5,53.8,23.7,1533.5424,1.2845056,3.8,3.6,3.4,2.9
20230727 11:35:44,1332.0,36.296440000000004,2158.0,37260.0,0.2908,24.7599266,43.9,53.5,23.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 11:35:48,1336.0,34.04562,2114.0,44550.0,0.2872,24.7637253,44.4,53.2,23.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
